D:/training/sample1.wav,79,72,79,60,60,60,48,49
D:/training/sample3.wav,56,47,51,53,56,56,58,56
D:/training/sample8.wav,47,53,55,47,46,47,46,47
D:/training/sample9.wav,55,47,46,47,47,48,55,47
D:/training/sample10.wav,48,47,48,47,48,47,46,47
D:/training/sample14.wav,48,53,53,49,53,54,53,52
D:/training/sample15.wav,46,47,48,47,48,60,47,48
D:/training/sample16.wav,47,48,47,50,48,48,58,48
D:/training/sample18.wav,48,48,79,79,50,47,50,67
D:/training/sample19.wav,47,62,53,47,53,79,58,48
D:/training/sample20.wav,57,65,55,57,47,62,51,47
D:/training/sample21.wav,48,79,60,79,47,79,65,79
D:/training/sample22.wav,65,55,57,47,57,58,67,53
D:/training/sample25.wav,58,51,53,51,49,48,51,47
D:/training/sample26.wav,62,47,65,63,60,63,62,48
D:/training/sample27.wav,64,52,49,47,59,49,52,54
D:/training/sample28.wav,54,52,49,47,56,57,56,54
D:/training/sample29.wav,57,59,59,49,50,57,54,55
D:/training/sample30.wav,54,59,61,54,50,57,58,54
D:/training/sample31.wav,56,53,55,58,60,61,60,61
D:/training/sample34.wav,52,52,47,59,49,47,59,47
D:/training/sample35.wav,49,47,47,52,47,52,47,52
D:/training/sample36.wav,52,55,57,47,58,58,50,73
D:/training/sample37.wav,66,64,52,64,52,61,59,56
D:/training/sample39.wav,61,64,65,64,66,66,52,71
D:/training/sample40.wav,57,54,59,54,52,54,54,54
D:/training/sample45.wav,64,52,47,59,47,49,59,47
D:/training/sample46.wav,52,46,47,64,47,64,61,62
D:/training/sample47.wav,79,79,47,79,79,48,48,47
D:/training/sample49.wav,52,52,54,52,59,64,52,64
D:/training/sample50.wav,69,64,66,52,64,52,52,53
D:/training/sample53.wav,60,58,60,57,57,60,57,57
D:/training/sample55.wav,77,57,58,77,57,79,57,79
D:/training/sample56.wav,65,53,65,65,64,65,65,62
D:/training/sample57.wav,79,79,79,47,57,65,58,57
D:/training/sample58.wav,56,68,79,70,58,70,72,79
D:/training/sample59.wav,77,57,77,77,77,57,77,57
D:/training/sample63.wav,77,79,79,77,57,65,77,57
D:/training/sample65.wav,57,58,77,58,77,57,79,57
D:/training/sample66.wav,52,62,48,60,48,60,48,47
D:/training/sample67.wav,48,50,62,57,48,60,60,57
D:/training/sample68.wav,62,65,67,64,62,60,62,60
D:/training/sample69.wav,77,58,56,55,79,59,79,59
D:/training/sample70.wav,70,79,57,69,79,79,79,47
D:/training/sample71.wav,50,60,62,57,53,50,53,50
D:/training/sample72.wav,53,50,56,47,47,48,50,65
D:/training/sample73.wav,57,60,57,64,62,63,62,62
D:/training/sample74.wav,62,50,62,74,62,74,75,74
D:/training/sample75.wav,52,64,65,67,69,67,70,69
D:/training/sample76.wav,79,79,47,57,58,57,53,57
D:/training/sample77.wav,77,57,77,77,77,57,77,57
D:/training/sample80.wav,79,58,79,63,79,79,78,79
D:/training/sample81.wav,77,79,79,77,57,65,77,57
D:/training/sample83.wav,53,60,65,60,53,60,60,65
D:/training/sample85.wav,53,54,55,52,53,51,63,63
D:/training/sample86.wav,59,58,56,61,58,58,59,58
D:/training/sample90.wav,61,63,61,63,65,67,68,67
D:/training/sample91.wav,51,79,58,47,79,51,79,78
D:/training/sample92.wav,64,65,63,61,62,60,61,58
D:/training/sample93.wav,65,64,62,50,62,60,50,62
D:/training/sample94.wav,48,54,55,54,54,53,46,47
D:/training/sample99.wav,47,58,53,47,56,50,50,47
D:/training/sample101.wav,47,65,66,65,63,47,62,63
D:/training/sample102.wav,48,47,50,46,47,79,48,79
D:/training/sample103.wav,47,58,53,49,49,50,48,47
D:/training/sample104.wav,48,47,53,53,53,53,48,47
D:/training/sample105.wav,52,53,47,49,53,47,48,47
D:/training/sample106.wav,47,49,48,48,47,54,47,53
D:/training/sample107.wav,55,55,58,46,47,57,47,55
D:/training/sample108.wav,50,62,60,55,55,55,50,55
D:/training/sample109.wav,48,48,50,47,50,79,50,47
D:/training/sample110.wav,50,57,57,48,57,48,57,60
D:/training/sample111.wav,55,47,53,79,48,47,50,57
D:/training/sample112.wav,55,56,55,56,55,56,55,56
D:/training/sample114.wav,66,63,66,63,66,63,58,58
D:/training/sample115.wav,55,48,47,48,47,48,47,55
D:/training/sample116.wav,59,60,47,47,48,47,48,48
D:/training/sample118.wav,55,55,48,55,55,50,55,50
D:/training/sample119.wav,58,58,59,58,79,47,58,79
D:/training/sample120.wav,60,57,57,57,50,62,55,57
D:/training/sample121.wav,48,55,53,59,59,50,67,53
D:/training/sample122.wav,62,65,62,55,62,50,47,62
D:/training/sample123.wav,63,55,48,60,58,46,57,58
D:/training/sample124.wav,75,74,79,47,72,74,72,47
D:/training/sample125.wav,63,79,75,75,63,75,61,79
D:/training/sample126.wav,72,47,79,47,79,46,47,79
D:/training/sample127.wav,55,48,48,60,47,47,60,47
D:/training/sample128.wav,65,55,70,55,55,50,69,69
D:/training/sample129.wav,50,58,50,58,58,57,58,57
D:/training/sample131.wav,55,67,55,55,67,55,55,56
D:/training/sample132.wav,65,55,57,58,72,62,62,62
D:/training/sample133.wav,50,51,50,57,48,47,58,47
D:/training/sample136.wav,58,63,58,58,56,55,63,55
D:/training/sample142.wav,59,50,52,53,52,55,54,50
D:/training/sample143.wav,46,47,57,50,48,47,46,47
D:/training/sample145.wav,47,57,50,48,47,48,46,47
D:/training/sample147.wav,58,55,51,60,58,55,63,64
D:/training/sample149.wav,62,65,67,69,70,79,70,79
D:/training/sample155.wav,55,50,55,62,55,62,55,57
D:/training/sample156.wav,65,55,57,58,62,50,50,58
D:/training/sample158.wav,79,47,51,60,47,48,60,48
D:/training/sample160.wav,79,47,79,47,59,59,79,47
D:/training/sample161.wav,50,49,78,78,68,56,47,52
D:/training/sample162.wav,64,55,64,59,59,62,63,62
D:/training/sample163.wav,52,57,62,50,59,52,55,55
D:/training/sample164.wav,47,57,62,64,59,55,54,53
D:/training/sample165.wav,67,55,54,53,52,53,52,79
D:/training/sample166.wav,55,54,53,52,52,79,59,62
D:/training/sample167.wav,54,55,54,52,54,54,55,54
D:/training/sample168.wav,50,52,54,58,59,61,64,61
D:/training/sample169.wav,61,61,61,62,61,61,62,61
D:/training/sample170.wav,52,64,51,51,59,59,77,58
D:/training/sample173.wav,54,55,50,52,68,52,47,59
D:/training/sample174.wav,52,59,52,71,55,79,55,79
D:/training/sample177.wav,55,55,79,55,57,79,48,57
D:/training/sample178.wav,54,59,52,52,64,55,59,47
D:/training/sample191.wav,66,58,58,58,58,58,58,57
D:/training/sample192.wav,46,48,48,49,48,47,46,47
D:/training/sample197.wav,49,51,53,49,50,47,46,47
D:/training/sample198.wav,56,56,53,53,51,53,51,49
D:/training/sample199.wav,56,53,51,52,51,63,75,49
D:/training/sample200.wav,51,68,47,56,46,47,46,47
D:/training/sample201.wav,70,58,58,58,56,58,56,58
D:/training/sample202.wav,55,54,55,55,54,61,47,47
D:/training/sample203.wav,59,59,59,59,71,63,47,78
D:/training/sample204.wav,58,70,58,70,70,58,58,56
D:/training/sample205.wav,65,65,68,65,65,63,65,63
D:/training/sample206.wav,65,68,65,79,63,61,60,61
D:/training/sample207.wav,47,54,49,54,46,48,46,47
D:/training/sample213.wav,58,59,58,60,59,60,59,79
D:/training/sample217.wav,62,50,62,59,71,79,71,57
D:/training/sample218.wav,48,47,67,79,79,70,79,67
D:/training/sample221.wav,59,71,57,57,59,79,57,58
D:/training/sample222.wav,49,79,57,50,52,79,59,79
D:/training/sample224.wav,55,60,50,59,50,59,64,59
D:/training/sample226.wav,48,54,48,54,48,54,61,70
D:/training/sample242.wav,79,79,49,49,54,78,54,77
D:/training/sample244.wav,79,54,78,54,48,54,48,54
D:/training/sample245.wav,75,49,49,54,79,49,61,49
D:/training/sample246.wav,58,48,78,61,66,70,59,54
D:/training/sample247.wav,79,66,62,62,62,62,74,75
D:/training/sample248.wav,58,51,52,51,48,47,49,48
D:/training/sample249.wav,54,69,70,69,64,69,70,69
D:/training/sample250.wav,53,54,54,54,51,49,49,47
D:/training/sample254.wav,78,77,57,54,54,61,47,61
D:/training/sample258.wav,48,50,71,52,79,48,62,66
D:/training/sample260.wav,57,58,54,54,54,55,54,54
D:/training/sample275.wav,48,52,47,49,54,54,47,47
D:/training/sample277.wav,54,54,57,58,70,49,48,49
D:/training/sample278.wav,52,64,61,52,52,58,54,47
