0.990687,0.092666
0.866524,0.513775
0.750270,0.675658
0.866524,0.513775
0.518219,0.818213
0.746971,0.692196
0.860130,0.526579
0.848602,0.540132
0.876343,0.487916
0.750270,0.675658
0.080593,0.977514
0.516430,0.819037
0.738708,0.706319
0.892226,0.468208
0.523570,0.788897
0.086658,0.952249
0.625622,0.775188
0.654263,0.736849
0.588983,0.781618
0.671594,0.711654
0.831331,0.554850
0.140420,0.930219
0.792054,0.645126
0.432363,0.827662
0.249222,0.908959
0.325272,0.855584
0.990668,0.095564
0.898838,0.417675
0.992821,0.080868
0.030126,0.985916
