1.520783,0.587982
0.849042,1.163302
0.252068,2.243812
3.991976,0.000004
0.167383,2.530883
2.072590,0.313993
3.952297,0.000143
0.062659,3.061389
3.617960,0.009586
0.008949,3.630559
0.643485,1.434784
0.275169,2.176905
0.239184,2.282926
0.006612,3.681353
0.805846,1.215089
1.239743,0.785993
3.358266,0.028037
3.961146,0.000095
2.091767,0.306590
0.118590,2.741115
1.050779,0.950479
1.589637,0.546405
2.769080,0.112859
1.103292,0.901784
1.458822,0.627554
0.437703,1.791338
2.836097,0.099811
2.366100,0.213247
0.050858,3.148792
3.455606,0.019902
1.025993,0.974340
3.471866,0.018688
0.649073,1.426471
3.208054,0.043637
1.914003,0.380103
3.328374,0.030841
3.400604,0.024313
0.616796,1.475341
0.066397,3.035690
1.670085,0.500814
0.291281,2.132462
0.453832,1.759149
3.238397,0.040178
0.151146,2.596048
3.673419,0.006953
0.606379,1.491566
3.769933,0.003407
3.886221,0.000821
0.548302,1.586406
0.426110,1.815026
0.032598,3.310400
0.009996,3.610075
0.112546,2.770631
1.182611,0.832694
2.459906,0.186271
0.320455,2.056105
0.011925,3.575122
1.007998,0.992033
0.455010,1.756832
2.955878,0.078811
0.073240,2.990722
3.364743,0.027449
0.829425,1.186514
0.272020,2.185798
0.770049,1.259951
0.536803,1.606130
2.748650,0.117029
1.921593,0.376731
0.043714,3.207394
0.860230,1.150287
1.801697,0.432605
0.470337,1.727092
0.002105,3.818590
0.504656,1.663090
0.552882,1.578641
0.017617,3.486708
0.355289,1.971043
0.375574,1.924211
0.737786,1.302008
0.440573,1.785545
0.631465,1.452875
0.471116,1.725601
2.861032,0.095198
0.725060,1.319041
2.720507,0.122923
2.132785,0.291162
0.005417,3.711010
2.253306,0.248900
2.826510,0.101619
0.490130,1.689759
0.029528,3.342174
0.412882,1.842646
3.766728,0.003504
0.108331,2.791782
0.260580,2.218697
0.786047,1.239675
2.509381,0.172971
0.364184,1.950278
1.610489,0.534287
0.000513,3.909952
3.721425,0.005027
0.068080,3.024393
0.820406,1.197355
0.142957,2.630571
1.946476,0.365829
3.565544,0.012485
0.487104,1.695391
3.582925,0.011479
3.643860,0.008301
0.345878,1.993423
3.433545,0.021614
2.569909,0.157535
0.518026,1.639066
0.089470,2.893011
0.590948,1.516023
0.015847,3.512314
0.083111,2.929949
0.098056,2.845501
0.159257,2.562977
1.435828,0.642787
1.084540,0.918890
3.194662,0.045215
2.228481,0.257242
0.001448,3.849241
1.547372,0.571636
1.568952,0.558639
0.224716,2.328548
2.988614,0.073571
1.892774,0.389649
0.870919,1.137997
0.035837,3.278615
1.423936,0.650784
0.328770,2.035230
0.000624,3.900703
3.083448,0.059548
2.341815,0.220619
0.102298,2.822936
2.033396,0.329508
0.077271,2.965368
3.494342,0.017078
0.716997,1.329971
0.040343,3.236917
0.024082,3.403347
0.021330,3.437135
1.162096,0.850073
1.065506,0.936572
0.047075,3.179201
1.959402,0.360256
0.026263,3.378031
0.014031,3.540228
1.135034,0.873515
0.002825,3.790226
2.318393,0.227885
2.794332,0.107830
1.460238,0.626626
0.302891,2.101470
2.376301,0.210199
2.173341,0.276439
2.208897,0.263954
3.119190,0.054698
0.215767,2.357738
3.531453,0.014589
2.535683,0.166152
3.808949,0.002337
0.888498,1.118091
0.000148,3.951417
1.278070,0.756000
0.207394,2.385774
1.366175,0.690835
3.845021,0.001531
1.682235,0.494195
0.003954,3.752445
1.234910,0.789850
1.746394,0.460346
1.777101,0.444783
3.149114,0.050817
2.289619,0.237024
0.125048,2.710564
0.973366,1.026993
1.822575,0.422464
1.194596,0.822693
2.604480,0.149120
1.399180,0.667703
0.133937,2.670043
1.722842,0.472559
0.907441,1.097053
1.500926,0.600435
1.872437,0.398956
1.993114,0.346006
2.431268,0.194259
1.353119,0.700173
0.178740,2.487632
0.665448,1.402449
0.698166,1.355912
0.197977,2.418193
1.303476,0.736681
0.935700,1.066436
2.681977,0.131280
3.999995,0.000000
0.000000,3.998993
